D,L,P,G,Tin,X,CHF
0.01,2,736,432,73.16,0.711,1010
0.01,2,912,462,72.45,0.641,1010
0.01,1.75,3119,138,45.11,0.996,514
0.01,1.75,3295,142,44.76,0.967,518
0.01,1.75,2991,144,44.17,0.925,512
0.01,1.75,2952,144,44.31,0.944,519
0.01,1.75,2677,148,43.38,0.902,517
0.01,1.75,2805,147,43.57,0.906,514
0.01,1.75,2511,147,43.41,0.908,514
0.01,1.75,2285,147,42.49,0.905,513
0.01,1.75,2148,147,42.58,0.906,513
0.01,1.75,2040,147,42.58,0.907,513
0.01,1.75,1677,147,41.85,0.909,513
0.01,1.75,1442,147,42.25,0.918,515
0.01,1.75,1245,149,41.95,0.903,516
0.01,1.75,1108,153,42.86,0.878,516
0.01,1.75,549,166,43.22,0.827,524
0.01,1.75,892,154,42.77,0.885,521
0.01,1.75,775,157,42.61,0.87,521
0.01,1.75,3462,292,60.89,0.893,986
0.01,1.75,3177,298,59.92,0.868,989
0.01,1.75,2962,299,59.13,0.862,989
0.01,1.75,2893,299,58.39,0.86,989
0.01,1.75,2658,302,58.28,0.851,989
0.01,1.75,2373,302,57.6,0.853,989
0.01,1.75,1903,307,57.44,0.838,989
0.01,1.75,2040,308,60.29,0.843,993
0.01,1.75,1677,317,60.52,0.819,996
0.01,1.75,1275,331,60.57,0.785,999
0.01,1.75,1540,322,61.85,0.81,999
0.01,1.75,824,388,63.2,0.656,1001
0.01,1.75,647,445,64.2,0.561,1006
0.01,1.75,2157,298,63.88,0.876,982
0.01,1.75,3481,504,88.96,0.807,1510
0.01,1.75,3217,518,86.28,0.775,1514
0.01,1.75,3020,510,83.75,0.788,1514
0.01,1.75,2824,518,83.92,0.776,1518
0.01,1.75,2687,526,82.35,0.758,1518
0.01,1.75,2609,526,82.26,0.759,1518
0.01,1.75,2501,532,81.68,0.746,1518
0.01,1.75,2344,532,81.74,0.749,1518
0.01,1.75,2187,553,81.61,0.71,1518
0.01,1.75,2010,566,80.73,0.692,1522
0.01,1.75,1863,580,80.9,0.672,1522
0.01,1.75,1648,622,77.52,0.61,1528
0.01,1.75,1432,653,80.62,0.584,1532
0.01,1.75,1314,685,81.38,0.551,1532
0.01,1.75,1255,682,82.25,0.551,1518
0.01,1.75,1138,714,84.02,0.526,1518
0.01,1.75,971,776,85.51,0.478,1515
0.01,1.75,834,839,88.29,0.444,1521
0.01,1.75,686,909,89.99,0.412,1523
0.01,1.75,3452,778,113.36,0.697,1999
0.01,1.75,3226,787,110.94,0.683,1999
0.01,1.75,2805,803,107.05,0.66,1999
0.01,1.75,3011,791,105.92,0.669,1999
0.01,1.75,2648,824,107.16,0.64,2001
0.01,1.75,2471,856,109.74,0.619,2010
0.01,1.75,2236,893,111.85,0.594,2012
0.01,1.75,2050,940,113.89,0.563,2016
0.01,1.75,1814,1008,116.52,0.525,2021
0.01,1.75,1451,1163,119.01,0.45,2026
0.01,1.75,1579,1134,119.01,0.46,2026
0.01,1.75,1275,1243,117.42,0.415,2026
0.01,1.5,3383,648,108.74,0.734,2033
0.01,1.5,3491,648,106.26,0.733,2044
0.01,1.5,3256,653,101.8,0.71,2031
0.01,1.5,3187,657,100.21,0.698,2026
0.01,1.5,3040,663,99.39,0.69,2028
0.01,1.5,2952,657,99.48,0.705,2036
0.01,1.5,2815,663,99.44,0.687,2015
0.01,1.5,2599,668,99.65,0.682,2012
0.01,1.5,2393,688,100.3,0.661,2017
0.01,1.5,2265,705,100.49,0.642,2017
0.01,1.5,2128,714,100.55,0.634,2017
0.01,1.5,2030,729,101.03,0.618,2014
0.01,1.5,1853,758,102.03,0.594,2019
0.01,1.5,1785,768,103.36,0.591,2028
0.01,1.5,1628,812,105.2,0.555,2025
0.01,1.5,1491,843,106.18,0.534,2025
0.01,1.5,1363,896,107.65,0.499,2025
0.01,1.5,1089,1004,111.64,0.448,2026
0.01,1.5,873,1133,114.24,0.399,2028
0.01,1.5,3501,969,123.24,0.581,2509
0.01,1.5,3540,973,126.08,0.584,2509
0.01,1.5,3197,992,125.02,0.571,2509
0.01,1.5,3001,1013,123.93,0.554,2509
0.01,1.5,2873,1035,123.87,0.542,2514
0.01,1.5,2785,1046,123.64,0.534,2514
0.01,1.5,2697,1062,124.79,0.528,2516
0.01,1.5,2471,1113,126.04,0.502,2516
0.01,1.5,2609,1099,128.72,0.513,2516
0.01,1.5,2344,1149,128.67,0.488,2516
0.01,1.5,2157,1196,129.65,0.469,2518
0.01,1.5,1961,1244,129.86,0.453,2528
0.01,1.5,1834,1291,129.59,0.436,2534
0.01,1.5,1657,1377,131.59,0.411,2541
0.01,1.5,1422,1437,132.83,0.4,2542
0.01,1.5,3275,121,37.9,0.942,515
0.01,1.5,3020,120,42.61,0.983,520
0.01,1.5,2834,123,42.28,0.953,520
0.01,1.5,2667,123,41.96,0.947,518
0.01,1.5,2530,121,40.74,0.959,518
0.01,1.5,2383,121,41.08,0.966,520
0.01,1.5,2216,121,41.22,0.967,520
0.01,1.5,2069,126,40.97,0.913,520
0.01,1.5,1922,126,40.75,0.916,521
0.01,1.5,1775,126,40.54,0.918,521
0.01,1.5,1687,126,40.48,0.892,510
0.01,1.5,1638,126,39.9,0.891,510
0.01,1.5,1432,128,39.26,0.881,510
0.01,1.5,1147,128,39.46,0.894,513
0.01,1.5,981,128,39.39,0.898,513
0.01,1.5,863,128,39.39,0.901,513
0.01,1.5,765,133,39.9,0.861,513
0.01,1.5,696,136,39.96,0.833,513
0.01,1.5,3530,259,51.86,0.864,1015
0.01,1.5,3256,263,51.91,0.846,1015
0.01,1.5,3138,263,51.48,0.852,1020
0.01,1.5,2981,264,50.91,0.842,1017
0.01,1.5,2775,264,50.82,0.843,1017
0.01,1.5,2687,264,51.03,0.848,1020
0.01,1.5,2638,264,51.13,0.849,1020
0.01,1.5,2511,264,51.08,0.851,1021
0.01,1.5,2383,264,51.14,0.853,1021
0.01,1.5,2226,265,51.06,0.848,1021
0.01,1.5,1559,272,51.47,0.839,1028
0.01,1.5,1755,267,51.19,0.858,1028
0.01,1.5,2050,267,53.14,0.858,1028
0.01,1.5,1373,278,54.16,0.827,1032
0.01,1.5,1128,294,54.95,0.775,1034
0.01,1.5,1069,303,55.07,0.744,1032
0.01,1.5,1020,312,55.53,0.721,1035
0.01,1.5,883,321,56.44,0.702,1035
0.01,1.5,736,336,57.63,0.673,1040
0.01,1.5,3423,394,71.64,0.868,1495
0.01,1.5,3325,395,71.68,0.864,1495
0.01,1.5,3148,394,71.54,0.873,1499
0.01,1.5,2981,398,71.72,0.863,1500
0.01,1.5,2873,402,71.84,0.852,1500
0.01,1.5,2648,407,72.17,0.843,1504
0.01,1.5,2383,411,72.66,0.836,1505
0.01,1.5,2108,416,72.87,0.826,1505
0.01,1.5,1961,431,73.66,0.793,1510
0.01,1.5,1677,448,74.38,0.757,1510
0.01,1.5,1451,471,75.08,0.715,1511
0.01,1.5,1393,480,77.1,0.703,1511
0.01,1.5,1138,527,78.3,0.631,1512
0.01,1.5,1079,543,79.86,0.611,1512
0.01,1.5,961,577,82.43,0.576,1517
0.01,1.5,824,623,84.91,0.536,1526
0.01,1.5,696,692,87.73,0.478,1524
0.01,1.25,3501,101,38.62,0.894,497
0.01,1.25,3001,102,38.62,0.895,503
0.01,1.25,2883,101,38.06,0.92,506
0.01,1.25,2716,100,37.06,0.946,510
0.01,1.25,3325,102,37.19,0.909,510
0.01,1.25,2550,100,37.37,0.961,515
0.01,1.25,2540,100,36.9,0.954,513
0.01,1.25,2207,102,36.68,0.922,513
0.01,1.25,1971,105,36.61,0.892,513
0.01,1.25,1912,102,37.11,0.926,513
0.01,1.25,1755,102,37.3,0.928,513
0.01,1.25,1275,105,37.36,0.9,511
0.01,1.25,1147,102,36.83,0.933,512
0.01,1.25,951,102,36.78,0.933,510
0.01,1.25,775,102,35.91,0.931,508
0.01,1.25,647,105,36.45,0.913,510
0.01,1.25,2873,208,40.72,0.852,988
0.01,1.25,2589,210,40.67,0.846,988
0.01,1.25,2746,210,41.8,0.844,985
0.01,1.25,2501,210,41.98,0.846,985
0.01,1.25,2177,210,41.42,0.854,989
0.01,1.25,2079,207,41.47,0.87,989
0.01,1.25,2020,210,41.55,0.855,989
0.01,1.25,1912,214,41.42,0.835,989
0.01,1.25,1775,210,40.06,0.856,989
0.01,1.25,1687,211,42.64,0.856,989
0.01,1.25,1402,211,42.99,0.866,993
0.01,1.25,1089,220,43.49,0.827,993
0.01,1.25,932,225,43.54,0.81,996
0.01,1.25,686,221,45.1,0.849,1003
0.01,1.25,637,251,45.63,0.722,1004
0.01,1.25,3599,328,55.77,0.854,1524
0.01,1.25,3481,332,55.98,0.84,1524
0.01,1.25,3413,332,56.13,0.845,1528
0.01,1.25,3315,332,56.17,0.845,1528
0.01,1.25,3128,334,56.07,0.839,1525
0.01,1.25,3089,334,56,0.836,1521
0.01,1.25,2903,335,56.21,0.833,1521
0.01,1.25,2187,339,56.28,0.84,1537
0.01,1.25,2795,340,57.24,0.827,1532
0.01,1.25,2363,341,57.11,0.83,1536
0.01,1.25,2383,342,57.84,0.834,1545
0.01,1.25,2628,339,57.84,0.815,1508
0.01,1.25,1912,345,57.7,0.8,1504
0.01,1.25,1804,354,57.68,0.776,1508
0.01,1.25,3403,330,56.18,0.855,1528
0.01,1.25,1559,359,57.46,0.769,1513
0.01,1.25,1393,369,57.51,0.744,1513
0.01,1.25,1236,373,57.63,0.738,1513
0.01,1.25,1138,402,57.76,0.668,1513
0.01,1.25,853,430,59.22,0.627,1519
0.01,1.25,775,457,60.31,0.582,1519
0.01,1.25,628,494,60.59,0.537,1528
0.01,1.25,3579,464,74.78,0.808,2001
0.01,1.25,3403,469,74.6,0.8,2009
0.01,1.25,3197,469,72.76,0.798,2010
0.01,1.25,3070,472,72.6,0.792,2015
0.01,1.25,3011,476,74.02,0.787,2015
0.01,1.25,2775,475,74.26,0.791,2011
0.01,1.25,2569,484,75.14,0.775,2012
0.01,1.25,2256,496,75.73,0.752,2012
0.01,1.25,2285,490,76.7,0.773,2021
0.01,1.25,2363,498,78.62,0.757,2018
0.01,1.25,1932,517,78.57,0.728,2022
0.01,1.25,2089,510,78.57,0.735,2018
0.01,1.25,1726,538,78.75,0.692,2023
0.01,1.25,1648,557,79.67,0.663,2023
0.01,1.25,1471,579,79.58,0.636,2027
0.01,1.25,1265,619,79.53,0.584,2023
0.01,1.25,1128,663,85.03,0.549,2028
0.01,1.25,1030,696,88.2,0.525,2029
0.01,1.25,941,724,88.39,0.504,2034
0.01,1.25,3501,696,112.61,0.691,2495
0.01,1.25,3285,696,110.9,0.69,2495
0.01,1.25,3207,695,107.72,0.685,2495
0.01,1.25,3148,700,105.61,0.676,2500
0.01,1.25,2834,716,105.3,0.66,2506
0.01,1.25,2932,704,107.37,0.678,2500
0.01,1.25,2569,704,97.3,0.665,2511
0.01,1.25,2412,758,109.77,0.628,2511
0.01,1.25,2638,745,114.52,0.647,2506
0.01,1.25,2207,778,112.77,0.615,2507
0.01,1.25,2079,796,111.82,0.597,2507
0.01,1.25,1795,856,111.95,0.549,2513
0.01,1.25,1716,869,111.01,0.537,2509
0.01,1.25,1579,889,110.27,0.525,2514
0.01,1.25,1432,968,115.52,0.486,2521
0.01,1.25,1177,1081,122.34,0.446,2531
0.01,1.25,1010,1208,127.54,0.402,2513
0.01,1.25,902,1238,124.63,0.39,2513
0.01,1.25,3344,984,125.02,0.566,2982
0.01,1.25,3550,965,119.42,0.566,2982
0.01,1.25,3403,957,117.4,0.572,2987
0.01,1.25,3079,971,115.59,0.56,2983
0.01,1.25,3001,985,115.66,0.552,2989
0.01,1.25,2775,1002,116.82,0.548,2995
0.01,1.25,2658,1021,117.09,0.536,2996
0.01,1.25,2373,1075,118.06,0.507,3002
0.01,1.25,2256,1101,118.26,0.493,3003
0.01,1.25,2050,1161,120.26,0.469,3009
0.01,1.25,1853,1213,121.19,0.449,3010
0.01,1.25,1765,1253,121.92,0.434,3010
0.01,1.25,1638,1306,123.48,0.416,3005
0.01,1.25,1540,1329,124.11,0.411,3005
0.01,1.25,1461,1382,125.24,0.395,3005
0.01,1.25,1353,1434,128.06,0.387,3005
0.01,1,3501,159,30.23,0.902,999
0.01,1,3364,159,30.99,0.899,995
0.01,1,3109,159,31.24,0.9,995
0.01,1,2942,159,31.16,0.906,999
0.01,1,2775,163,31.17,0.88,1002
0.01,1,2628,163,31.73,0.882,1002
0.01,1,2511,160,32.15,0.905,1002
0.01,1,2530,160,32.36,0.906,1002
0.01,1,2216,160,32.36,0.908,1002
0.01,1,2040,160,32.28,0.905,999
0.01,1,1814,163,33.31,0.89,999
0.01,1,1755,163,33.23,0.891,999
0.01,1,1569,167,33.61,0.866,999
0.01,1,1373,164,33.81,0.888,999
0.01,1,1157,171,34.61,0.856,1005
0.01,1,1089,172,35.59,0.851,1005
0.01,1,1010,172,35.93,0.859,1009
0.01,1,932,173,36.59,0.854,1009
0.01,1,598,192,37.79,0.758,1008
0.01,1,814,181,38.27,0.809,1005
0.01,1,726,186,39.35,0.786,1005
0.01,1,3521,270,48.34,0.799,1523
0.01,1,3275,270,48.93,0.803,1523
0.01,1,3138,272,48.85,0.795,1519
0.01,1,2893,272,48.82,0.797,1519
0.01,1,2824,273,48.77,0.792,1519
0.01,1,2324,274,49.93,0.804,1531
0.01,1,2187,277,50.3,0.796,1531
0.01,1,1422,280,50.64,0.8,1536
0.01,1,2059,277,51.71,0.801,1531
0.01,1,1746,279,54.03,0.801,1531
0.01,1,1716,279,54.79,0.798,1523
0.01,1,1804,279,55.76,0.795,1519
0.01,1,1422,287,55.91,0.771,1515
0.01,1,1147,289,55.98,0.772,1519
0.01,1,804,336,57.35,0.645,1519
0.01,1,990,316,57.99,0.697,1523
0.01,1,628,359,59.15,0.609,1527
0.01,1,3511,364,55.58,0.773,1981
0.01,1,3432,365,55.3,0.77,1981
0.01,1,3275,368,58.74,0.773,1985
0.01,1,3285,366,55.35,0.772,1990
0.01,1,3158,366,55.24,0.776,1995
0.01,1,3030,368,54.55,0.775,2000
0.01,1,2952,369,56.29,0.776,2000
0.01,1,2844,366,56.87,0.789,2004
0.01,1,2314,373,60.45,0.784,2004
0.01,1,2491,369,61.38,0.798,2009
0.01,1,2716,369,61.49,0.799,2014
0.01,1,2040,387,63.16,0.763,2023
0.01,1,1883,393,63.81,0.755,2033
0.01,1,1716,395,64.11,0.726,1981
0.01,1,1491,408,65.94,0.708,1990
0.01,1,1089,447,66.92,0.638,1990
0.01,1,1275,432,69.17,0.664,1985
0.01,1,922,476,69.35,0.597,1990
0.01,1,726,517,69.72,0.544,1985
0.01,1,667,538,69.28,0.516,1980
0.01,1,3472,469,69.69,0.787,2509
0.01,1,3128,476,69.71,0.773,2514
0.01,1,3158,483,69.83,0.758,2514
0.01,1,3364,475,69.8,0.775,2514
0.01,1,2726,489,69.84,0.751,2519
0.01,1,2903,484,69.61,0.759,2519
0.01,1,2511,498,69.98,0.734,2519
0.01,1,2589,486,70.11,0.743,2483
0.01,1,2334,495,70.51,0.728,2483
0.01,1,2059,514,69.89,0.693,2483
0.01,1,2236,496,72.12,0.73,2483
0.01,1,1814,532,73.03,0.671,2483
0.01,1,1697,550,73.32,0.644,2483
0.01,1,1530,561,73.94,0.632,2483
0.01,1,1098,646,75.66,0.537,2488
0.01,1,1442,577,75.72,0.613,2483
0.01,1,1314,600,75.65,0.586,2488
0.01,1,1206,609,75.8,0.58,2493
0.01,1,3491,670,110.53,0.68,2983
0.01,1,3256,680,110.57,0.674,3000
0.01,1,2952,719,108.03,0.618,2995
0.01,1,3060,704,105.97,0.625,2977
0.01,1,2844,719,105.04,0.604,2965
0.01,1,2707,724,106.34,0.609,2983
0.01,1,2462,729,106.21,0.609,2989
0.01,1,2363,744,103.14,0.587,2989
0.01,1,2050,768,105.13,0.574,2995
0.01,1,2157,753,104.62,0.59,3006
0.01,1,1755,835,113.13,0.543,3024
0.01,1,1461,893,112.03,0.502,3018
0.01,1,1275,945,113.87,0.472,2995
0.01,1,1089,1000,116.61,0.452,2995
0.01,1,951,1035,118.96,0.445,2995
0.01,1,824,1070,119.53,0.437,3000
0.01,1,3432,941,131.85,0.564,3492
0.01,1,3177,945,128.63,0.556,3485
0.01,1,3158,945,125.9,0.548,3479
0.01,1,2932,952,124.16,0.543,3479
0.013,1,3334,134,23.94,0.802,1022
0.013,1,3334,135,23.94,0.799,1026
0.013,1,2550,136,23.48,0.801,1033
0.013,1,2550,136,23.95,0.789,1023
0.013,1,2059,136,24.89,0.795,1020
0.013,1,2059,136,24.65,0.784,1006
0.013,1,1569,136,26.18,0.787,1003
0.013,1,1079,138,26.54,0.75,969
0.013,1,1079,138,26.3,0.787,1003
0.0129,0.96,1559,133,42.14,0.767,965
0.0129,0.96,1373,132,41.23,0.774,958
0.0129,0.96,1245,131,41.95,0.778,954
0.0129,0.96,1098,131,42.43,0.779,950
0.0129,0.96,1118,129,40.41,0.791,950
0.0129,0.96,1491,126,40.58,0.809,951
0.0129,0.96,1216,131,42.01,0.772,948
0.0129,0.96,1069,127,41.66,0.799,939
0.0129,0.96,941,127,41.57,0.798,934
0.0129,0.96,932,131,42.1,0.761,930
0.0129,0.96,451,135,40.61,0.758,930
0.0129,0.96,2942,220,50.09,0.701,1517
0.0129,0.96,2991,205,49.92,0.767,1496
0.0129,0.96,2795,215,50.3,0.712,1493
0.0129,0.96,2677,204,49.37,0.771,1490
0.0129,0.96,2550,204,49.35,0.767,1483
0.0129,0.96,2452,207,49.44,0.752,1480
0.0129,0.96,2373,205,50.17,0.757,1472
0.0129,0.96,2354,205,49.47,0.75,1465
0.0129,0.96,2167,205,50.02,0.751,1461
0.0129,0.96,1952,207,50.69,0.744,1459
0.0129,0.96,1736,210,52.53,0.737,1459
0.0129,0.96,1628,211,51.32,0.73,1456
0.0129,0.96,1491,208,51.59,0.745,1450
0.0129,0.96,1255,212,51.91,0.732,1450
0.0129,0.96,3020,212,45.25,0.694,1468
0.0129,0.96,2844,203,44.65,0.74,1461
0.0129,0.96,2942,201,43.38,0.743,1455
0.0129,0.96,2138,206,46.87,0.716,1431
0.0129,0.96,2069,204,47.43,0.727,1424
0.0129,0.96,1981,202,48.62,0.738,1422
0.0129,0.96,1853,204,49.54,0.735,1422
0.0129,0.96,1481,205,50.06,0.734,1415
0.0129,0.96,1393,205,50.09,0.738,1417
0.0129,0.96,1285,207,49.47,0.724,1409
0.0129,0.96,1187,207,49.47,0.727,1409
0.0129,0.96,1324,217,49.49,0.739,1501
0.0129,0.96,1275,224,49.81,0.708,1501
0.0129,0.96,1177,224,49.78,0.712,1501
0.0129,0.96,3187,295,64.67,0.734,2038
0.0129,0.96,3070,291,65.42,0.743,2020
0.0129,0.96,2707,292,64.64,0.737,2010
0.0129,0.96,2432,292,64.76,0.745,2017
0.0129,0.96,2207,299,66.13,0.723,2012
0.0129,0.96,2059,300,65.35,0.716,2003
0.0129,0.96,1893,300,65.05,0.716,1997
0.0129,0.96,1697,306,65.68,0.7,1995
0.0129,0.96,1608,305,66.46,0.729,2038
0.0129,0.96,1471,307,66.45,0.7,1985
0.0129,0.96,1334,311,67.8,0.695,1985
0.0129,0.96,3070,293,59.2,0.717,2014
0.0129,0.96,3138,292,60.58,0.72,2008
0.0129,0.96,2716,297,61.97,0.725,2036
0.0129,0.96,2471,303,62.34,0.704,2028
0.0129,0.96,2363,303,63.33,0.704,2021
0.0129,0.96,2167,303,64.14,0.707,2015
0.0129,0.96,2020,304,64.29,0.702,2005
0.0129,0.96,1814,308,66.34,0.691,1993
0.0129,0.96,1736,309,65.68,0.69,1996
0.0129,0.96,1589,314,67.52,0.681,1993
0.0129,0.96,1491,318,67.61,0.67,1990
0.0129,0.96,1412,316,68.22,0.674,1978
0.0129,0.96,1294,320,69.65,0.667,1973
0.0129,0.96,1216,329,69.51,0.641,1967
0.0129,0.96,1167,331,70.42,0.637,1962
0.0129,0.96,1069,328,70.36,0.648,1959
0.0129,0.96,971,333,70.01,0.638,1957
0.0129,0.96,922,341,69.35,0.621,1962
0.0129,0.96,863,348,69.53,0.607,1962
0.0129,0.96,3040,375,79.39,0.721,2479
0.0129,0.96,2824,384,79.15,0.698,2479
0.0129,0.96,2599,392,79.41,0.681,2479
0.0129,0.96,2246,385,79.77,0.692,2443
0.0129,0.96,2059,383,79.44,0.702,2448
0.0129,0.96,1952,385,81.04,0.702,2445
0.0129,0.96,2844,386,74.56,0.678,2471
0.0129,0.96,2677,387,76.88,0.684,2471
0.0129,0.96,2589,383,77.51,0.695,2465
0.0129,0.96,2354,389,78.88,0.684,2460
0.0129,0.96,2157,392,79.64,0.677,2448
0.0129,0.96,1961,395,80.1,0.676,2448
0.0129,0.96,1912,401,79.92,0.657,2437
0.0129,0.96,1814,407,80.19,0.644,2431
0.0129,0.96,1726,412,80.66,0.636,2431
0.0129,0.96,1657,409,79.95,0.639,2420
0.0129,0.96,1491,415,81.22,0.636,2426
0.0129,0.96,1353,418,82.1,0.638,2430
0.0129,0.96,1275,422,82.53,0.631,2424
0.0129,0.96,1226,430,83.5,0.619,2424
0.0129,0.96,1157,438,84.32,0.608,2424
0.0129,0.96,2040,388,85.13,0.703,2450
0.0129,0.96,1844,392,85.12,0.696,2445
0.0129,0.96,1726,397,84.71,0.685,2445
0.0129,0.96,1657,400,85.67,0.677,2433
0.0129,0.96,1491,411,83.6,0.653,2432
0.0129,0.96,1353,413,84.24,0.656,2439
0.0129,0.96,1275,423,84.68,0.634,2424
0.0129,0.96,1157,431,85.51,0.62,2413
0.0129,0.96,2864,520,98.11,0.594,2892
0.0129,0.96,2687,513,97.11,0.605,2885
0.0129,0.96,2618,513,95.57,0.603,2885
0.0129,0.96,2491,523,95.5,0.59,2890
0.0129,0.96,2432,514,96.01,0.607,2886
0.0129,0.96,2265,528,96.68,0.589,2886
0.0129,0.96,2020,520,97.2,0.603,2865
0.0129,0.96,1893,532,97.23,0.587,2865
0.0129,0.96,1785,539,97.66,0.575,2844
0.0129,0.96,1677,546,98.19,0.569,2843
0.0129,0.96,1599,558,98.58,0.555,2843
0.0129,0.96,1481,568,99.44,0.545,2832
0.0129,0.96,1383,579,100.07,0.534,2826
0.0129,0.96,1294,580,88.01,0.535,2920
0.0129,0.96,1196,594,100.4,0.52,2810
0.0129,0.96,1157,609,100.73,0.5,2789
0.0129,0.96,1098,618,100.65,0.493,2789
0.0129,0.96,3177,530,103.57,0.606,2964
0.0129,0.96,2864,528,103.33,0.61,2948
0.0129,0.96,2736,522,103.18,0.62,2938
0.0129,0.96,2344,533,102.44,0.604,2927
0.0129,0.96,2059,542,102.28,0.601,2942
0.0129,0.96,1814,563,103.27,0.578,2940
0.0129,0.96,1667,580,103.34,0.555,2924
0.0129,0.96,1500,599,105.3,0.537,2909
0.0129,0.96,1334,618,104.94,0.517,2899
0.0129,0.96,1187,624,105.73,0.518,2895
0.0129,0.96,1049,640,106.14,0.509,2895
0.0129,0.96,1000,661,106.32,0.491,2895
0.0129,0.96,3011,695,121.3,0.556,3489
0.0129,0.96,2824,700,121.41,0.551,3475
0.0129,0.96,2667,722,121.3,0.533,3490
0.0129,0.96,2383,736,121.6,0.523,3476
0.0129,0.96,2295,747,122.29,0.515,3469
0.0129,0.96,2010,748,122.26,0.521,3463
0.0129,0.96,1785,777,122.28,0.501,3458
0.0129,0.96,1638,799,123.24,0.484,3432
0.0129,0.96,1530,808,123.08,0.481,3432
0.0129,0.96,1432,838,123.07,0.463,3438
0.0129,0.96,1402,843,124.38,0.463,3438
0.0129,0.96,1324,854,125.13,0.461,3438
0.0129,0.96,3070,713,127.91,0.558,3526
0.0129,0.96,2824,713,126.36,0.559,3526
0.0129,0.96,2638,722,126.78,0.552,3512
0.0129,0.96,2520,727,126.94,0.551,3519
0.0129,0.96,2275,740,126.98,0.545,3526
0.0129,0.96,2167,764,127.09,0.526,3531
0.0129,0.96,1991,767,127.16,0.528,3531
0.0129,0.96,1893,796,127.27,0.502,3511
0.0129,0.96,1716,808,127.29,0.494,3490
0.0129,0.96,1618,820,127.32,0.488,3490
0.0129,0.96,2815,990,143.52,0.435,3902
0.0129,0.96,2422,1048,143.64,0.417,3934
0.0129,0.96,2305,1063,143.65,0.414,3944
0.0129,0.96,2108,1088,143.85,0.405,3923
0.0129,0.96,2079,1098,144.96,0.406,3944
0.0129,0.96,1981,1120,144.69,0.398,3944
0.0129,0.96,1971,1125,145.58,0.399,3954
0.0129,0.96,1844,1143,145.55,0.394,3944
0.0129,0.96,2560,1022,143.09,0.427,3934
0.0129,0.96,1667,1166,145.7,0.392,3944
0.0129,0.96,2766,1042,143.18,0.415,3980
0.0129,0.96,2658,1055,142.94,0.411,3980
0.0129,0.96,2648,1071,144.12,0.406,3990
0.0129,0.96,2550,1097,144.26,0.395,3990
0.0129,0.96,2314,1090,146.43,0.406,3952
0.0129,0.96,2010,1113,146.17,0.405,3952
0.0129,0.96,1893,1136,146.23,0.396,3937
0.0129,0.96,1687,1151,146.07,0.399,3947
0.0129,0.96,1589,1197,147.7,0.387,3947
0.0131,3,3481,374,49.27,0.875,966
0.0131,3,3236,376,46.24,0.846,955
0.0131,3,2991,376,44.88,0.841,952
0.0131,3,2697,387,44.55,0.822,963
0.0131,3,2501,390,43.9,0.821,969
0.0131,3,2256,391,43.68,0.817,968
0.0131,3,2010,401,34.33,0.792,985
0.0131,3,1863,413,43.85,0.761,968
0.0131,3,3383,376,46.46,0.858,964
0.0131,3,3040,379,44.94,0.86,974
0.0131,3,2795,387,45.03,0.838,975
0.0131,3,2501,394,44.14,0.812,973
0.0131,3,2452,394,43.93,0.811,972
0.0131,3,2305,404,46.11,0.788,972
0.0131,3,1961,406,46.15,0.79,974
0.0131,3,3530,374,43.96,0.853,959
0.0131,3,3285,379,43.85,0.841,963
0.0131,3,2893,387,44.02,0.828,970
0.0131,3,2403,391,43.96,0.818,970
0.0131,3,2207,394,43.87,0.812,970
0.0131,3,1863,414,43.85,0.759,970
0.0131,3,1618,436,43.81,0.709,970
0.0131,3,2059,413,48.6,0.775,974
0.0131,3,1912,415,48.36,0.766,970
0.0131,3,1814,423,53.43,0.756,967
0.0131,3,1569,448,44.38,0.68,967
0.0131,3,3432,717,67.26,0.648,1481
0.0131,3,3109,655,42.27,0.705,1494
0.0131,3,2658,702,43.2,0.633,1490
0.0131,3,2363,727,43.22,0.611,1500
0.0131,3,2108,744,44.64,0.59,1490
0.0131,3,3413,666,44.63,0.679,1484
0.0131,3,3256,678,44.48,0.661,1484
0.0131,3,2766,702,44.64,0.635,1490
0.0131,3,2511,715,44.61,0.621,1490
0.0131,3,2256,736,44.4,0.599,1493
0.0131,3,2001,758,45.82,0.58,1493
0.0131,3,1746,797,45.65,0.542,1493
0.0131,3,1569,835,45.82,0.508,1493
0.0131,3,1363,877,45.66,0.477,1496
0.0131,3,3481,669,45.68,0.661,1465
0.0131,3,3109,672,45.63,0.666,1471
0.0131,3,2560,704,45.51,0.632,1481
0.0131,3,2216,729,45.78,0.609,1487
0.0131,3,2040,749,45.69,0.587,1487
0.0131,3,1746,785,45.89,0.55,1484
0.0131,3,1903,770,45.71,0.562,1484
0.0131,3,1599,812,45.84,0.525,1484
0.0131,3,1491,838,45.85,0.502,1484
0.0131,3,1275,879,44.78,0.473,1488
0.0131,3,3079,1015,56.75,0.558,1957
0.0131,3,3383,992,56.76,0.576,1960
0.0131,3,2981,1024,56.89,0.556,1967
0.0131,3,2540,1066,56.78,0.53,1970
0.0131,3,2314,1097,56.62,0.51,1970
0.0131,3,2108,1046,20.69,0.479,1970
0.0131,3,1952,1171,56.91,0.466,1970
0.0131,3,3432,992,56.73,0.573,1956
0.0131,3,2981,1020,56.65,0.558,1963
0.0131,3,3226,1005,56.83,0.568,1963
